,magnitude,ra_degrees,dec_degrees,parallax_mas,ra_mas_per_year,dec_mas_per_year,ra_hours,epoch_year,constellation
21421,0.87,68.98000195,16.50976164,50.09,62.78,-189.36,4.598666796666667,1991.25,Taurus
21444,3.93,69.07975243,-3.352448,5.56,1.73,-4.54,4.605316828666667,1991.25,Eridanus
21476,4.25,69.17264013,41.26485467,5.08,-5.42,-19.19,4.611509342000001,1991.25,Perseus
21589,4.27,69.53917371,12.51087423,21.79,101.73,-14.9,4.635944914,1991.25,Taurus
21594,3.86,69.54529558,-14.303587,29.84,-77.86,-178.06,4.636353038666667,1991.25,Eridanus
21644,4.99,69.72330721,-12.12307828,14.34,-65.1,-17.68,4.648220480666667,1991.25,Eridanus
21683,4.67,69.81854938,15.9180242,20.51,82.4,-19.53,4.6545699586666665,1991.25,Taurus
21763,4.32,70.11039135,-19.67125686,9.03,28.21,-97.09,4.67402609,1991.25,Eridanus
21770,4.44,70.14092957,-41.86357034,49.67,-141.18,-74.95,4.676061971333334,1991.25,Caelum
21881,4.27,70.56126452,22.95697545,8.14,-2.84,-20.33,4.704084301333333,1991.25,Taurus
22109,4.01,71.37558764,-3.25462465,6.13,17.27,-13.51,4.758372509333333,1991.25,Eridanus
22449,3.19,72.45890935,6.96124744,124.6,463.44,11.62,4.830593956666666,1991.25,Orion
22453,4.89,72.47777728,37.48818131,6.18,-38.4,38.48,4.831851818666666,1991.25,Auriga
22509,4.35,72.65300943,8.90025258,16.84,-0.87,-31.57,4.8435339619999995,1991.25,Orion
22549,3.68,72.80152507,5.60510146,2.59,-3.62,1.03,4.853435004666666,1991.25,Orion
22667,4.71,73.13318214,14.25077828,6.02,-2.62,-56.13,4.875545476,1991.25,Orion
22678,4.79,73.15833005,36.70319636,5.81,-25.97,-3.89,4.877222003333333,1991.25,Auriga
22701,4.36,73.2236682,-5.45275591,14.39,-18.01,25.03,4.88157788,1991.25,Eridanus
22783,4.26,73.51254425,66.34266029,0.47,0.49,7.31,4.900836283333334,1991.25,Camelopardalis
22797,3.71,73.5628985,2.44067149,2.43,1.43,0.23,4.904193233333333,1991.25,Orion
22845,4.64,73.7237672,10.15114511,27.04,40.08,-128.37,4.914917813333333,1991.25,Orion
22957,4.06,74.09300449,13.51457755,19.26,-77.77,-45.97,4.939533632666667,1991.25,Orion
23015,2.69,74.24840098,33.16613537,6.37,3.63,-18.54,4.949893398666666,1991.25,Auriga
23040,4.43,74.32175175,53.75208289,8.68,-24.17,7.53,4.95478345,1991.25,Camelopardalis
23123,4.47,74.63709525,1.71403506,3.42,-1.59,-7.93,4.97580635,1991.25,Orion
23179,4.93,74.81406425,37.8904824,20.5,46.26,-97.81,4.987604283333334,1991.25,Auriga
23231,4.78,74.98213784,-12.5372045,11.21,40.37,-86.89,4.998809189333333,1991.25,Eridanus
23362,4.91,75.35649111,-20.05188078,15.6,36.68,-15.47,5.023766073999999,1991.25,Lepus
23364,4.8,75.35977051,-7.17397802,3.41,-0.23,5.16,5.023984700666667,1991.25,Eridanus
23416,3.03,75.49222507,43.82331397,1.6,0.18,-2.31,5.032815004666667,1991.25,Auriga
23453,3.69,75.61950025,41.07588953,4.14,8.88,-21.43,5.041300016666667,1991.25,Auriga
23497,4.62,75.77376699,21.5900617,20.01,68.94,-40.85,5.0515844659999996,1991.25,Taurus
23522,4.03,75.854572,60.44228144,3.27,-6.11,-14.78,5.056971466666667,1991.25,Camelopardalis
23595,4.55,76.10129897,-35.48287057,17.63,126.17,-44.36,5.0734199313333335,1991.25,Caelum
23607,4.65,76.1422432,15.40418059,8.15,18.4,-30.99,5.076149546666667,1991.25,Orion
23685,3.19,76.36521705,-22.37085673,14.39,19.27,-72.35,5.09101447,1991.25,Lepus
23693,4.71,76.37787652,-57.47298928,85.83,-31.87,117.42,5.091858434666666,1991.25,Dorado
23767,3.18,76.62862102,41.23464074,14.87,30.6,-68.41,5.108574734666666,1991.25,Auriga
23783,4.98,76.66940952,51.59814314,38.14,-29.31,-173.95,5.111293968,1991.25,Auriga
23835,4.91,76.86115023,18.64500711,63.02,536.05,18.51,5.124076682,1991.25,Taurus
23875,2.78,76.96264146,-5.08626282,36.71,-83.39,-75.44,5.130842764,1991.25,Eridanus
23972,4.25,77.28659571,-8.75407607,1.86,0.0,-2.01,5.152439714,1991.25,Eridanus
24010,4.81,77.42483084,15.59727157,10.24,-7.12,-16.14,5.161655389333333,1991.25,Orion
24244,4.45,78.07453075,-11.86914287,13.53,24.95,-31.22,5.2049687166666665,1991.25,Lepus
24305,3.29,78.2328046,-16.20542901,17.69,45.66,-16.13,5.215520306666666,1991.25,Lepus
24327,4.36,78.30785422,-12.94128833,5.83,-12.22,-1.32,5.220523614666666,1991.25,Lepus
24331,4.46,78.32283171,2.86125346,9.49,3.05,4.94,5.221522114,1991.25,Orion
24340,4.82,78.35721486,38.48467394,20.08,-18.66,-72.41,5.223814324,1991.25,Auriga
24372,4.81,78.43927858,-67.18534976,5.97,18.18,38.96,5.229285238666667,1991.25,Dorado
24436,0.18,78.63446353,-8.20163919,4.22,1.87,-0.56,5.242297568666667,1991.25,Orion
24608,0.08,79.17206517,45.99902927,77.29,75.52,-427.13,5.278137677999999,1991.25,Auriga
24659,4.81,79.37093064,-34.89438961,29.63,93.71,-336.53,5.291395376,1991.25,Columba
24674,3.59,79.40166225,-6.84438616,5.88,-15.31,-9.57,5.29344415,1991.25,Orion
24727,4.54,79.54395049,33.37200411,13.92,29.86,-160.98,5.302930032666667,1991.25,Auriga
24813,4.69,79.78365993,40.10066732,79.08,519.39,-664.79,5.3189106619999995,1991.25,Auriga
24822,4.96,79.81912416,22.09669104,15.83,19.62,-81.08,5.321274944,1991.25,Taurus
24845,4.29,79.89385817,-13.17677698,3.03,-2.49,-4.74,5.326257211333333,1991.25,Lepus
24927,4.7,80.11213225,-21.23973932,7.11,10.78,-9.91,5.340808816666667,1991.25,Lepus
25044,4.72,80.4406153,-0.38246922,2.53,0.45,1.67,5.362707686666667,1991.25,Orion
25142,4.99,80.7083388,3.54444809,3.39,-2.0,1.8,5.380555920000001,1991.25,Orion
25247,4.13,80.98681839,-7.80795569,18.71,-13.91,-44.8,5.399121226,1991.25,Orion
25281,3.35,81.11923774,-2.39713844,3.62,-0.54,-3.21,5.407949182666667,1991.25,Orion
25302,4.89,81.18677704,1.84644611,2.94,0.12,-0.6,5.412451802666666,1991.25,Orion
25336,1.64,81.28278416,6.34973451,13.42,-8.75,-13.28,5.418852277333333,1991.25,Orion
25428,1.65,81.57290804,28.60787346,24.89,23.28,-174.22,5.438193869333333,1991.25,Taurus
25473,4.59,81.70928405,3.09567718,2.3,0.34,-1.11,5.447285603333333,1991.25,Orion
25539,4.88,81.9086835,21.93698219,4.69,1.75,-6.96,5.4605789,1991.25,Taurus
25606,2.81,82.06135971,-20.75923214,20.49,-5.03,-85.92,5.470757314,1991.25,Lepus
25737,4.71,82.43325647,-1.09217557,7.15,0.19,-26.08,5.495550431333333,1991.25,Orion
25813,4.2,82.69603301,5.94821792,11.3,6.57,-32.45,5.513068867333333,1991.25,Orion
25859,3.86,82.8030645,-35.47043592,11.77,28.36,-34.11,5.5202043000000005,1991.25,Columba
25923,4.62,82.98275119,-7.30152625,2.11,-0.54,-4.44,5.532183412666667,1991.25,Orion
25930,2.25,83.00166562,-0.2990934,3.56,1.67,0.56,5.533444374666667,1991.25,Orion
25945,4.32,83.0531302,18.59424525,1.7,-0.34,-4.51,5.536875346666666,1991.25,Taurus
25984,4.71,83.18197584,32.1920314,0.8,-1.81,-4.0,5.545465056,1991.25,Auriga
25985,2.58,83.18255798,-17.82229227,2.54,3.27,1.54,5.545503865333333,1991.25,Lepus
26069,3.76,83.40631813,-62.48985585,3.14,1.06,12.56,5.560421208666667,1991.25,Dorado
26176,4.39,83.70515764,9.48958528,3.31,-1.24,-2.49,5.580343842666666,1991.25,Orion
26199,4.78,83.76117163,-6.00202867,1.75,0.59,0.68,5.5840781086666675,1991.25,Orion
26207,3.39,83.78449043,9.93416294,3.09,-1.03,-1.86,5.5856326953333335,1991.25,Orion
26220,4.98,83.81592896,-5.38731536,-1.85,-0.92,0.13,5.587728597333333,1991.25,Orion
26235,4.98,83.84541591,-5.41606331,1.72,1.68,1.5,5.589694394,1991.25,Orion
26237,4.58,83.84650694,-4.83834045,4.15,4.29,-7.15,5.5897671293333335,1991.25,Orion
26241,2.75,83.85825475,-5.90989984,2.46,2.27,-0.62,5.590550316666667,1991.25,Orion
26311,1.69,84.05338572,-1.20191725,2.43,1.49,-1.06,5.603559047999999,1991.25,Orion
26366,4.09,84.22637775,9.291412,28.1,96.84,-304.18,5.61509185,1991.25,Orion
26451,2.97,84.41118447,21.14259299,7.82,2.39,-18.04,5.627412297999999,1991.25,Taurus
26549,3.77,84.68652211,-2.60006791,2.84,4.61,-0.4,5.645768140666666,1991.25,Orion
26563,4.77,84.72121589,-7.21270844,21.24,-15.0,-49.55,5.648081059333333,1991.25,Orion
26594,4.5,84.79644123,4.12146667,2.01,0.76,0.07,5.653096082,1991.25,Orion
26634,2.65,84.91224975,-34.07404941,12.16,-0.1,-24.05,5.66081665,1991.25,Columba
26727,1.74,85.18968672,-1.94257841,3.99,3.99,2.54,5.679312448,1991.25,Orion
26736,4.95,85.21131577,-1.12878569,1.56,-1.85,-0.68,5.680754384666667,1991.25,Orion
26777,4.84,85.32381426,16.53418318,4.36,5.42,-14.54,5.688254284,1991.25,Taurus
26885,4.9,85.61943491,1.47466498,10.8,-55.34,-14.85,5.707962327333333,1991.25,Orion
27072,3.59,86.11656241,-22.44748663,111.49,-292.42,-368.45,5.741104160666667,1991.25,Lepus
27100,4.34,86.19341279,-65.7355408,22.48,-28.38,6.12,5.746227519333333,1991.25,Dorado
27288,3.55,86.73895728,-14.82194717,46.47,-14.84,-1.18,5.782597151999999,1991.25,Lepus
27321,3.85,86.82118054,-51.06671329,51.87,4.65,81.96,5.788078702666667,1991.25,Pictor
27366,2.07,86.93911641,-9.66960186,4.52,1.55,-1.2,5.795941094,1991.25,Orion
27468,4.88,87.25399777,24.56755473,6.25,12.07,-8.16,5.8169331846666665,1991.25,Taurus
27483,4.51,87.29358126,39.18113322,15.34,-28.42,-25.55,5.819572084,1991.25,Auriga
27511,4.89,87.38726446,12.65136584,12.0,-21.63,-17.35,5.825817630666666,1991.25,Taurus
27530,4.5,87.45656999,-56.1664886,18.78,81.61,-71.77,5.830437999333333,1991.25,Pictor
27628,3.12,87.7398034,-35.76929225,37.94,55.74,404.68,5.849320226666666,1991.25,Columba
27639,4.72,87.7600428,37.30568175,6.86,36.96,-44.76,5.850669519999999,1991.25,Auriga
27654,3.76,87.82980343,-20.87751376,29.05,228.96,-647.96,5.855320228666667,1991.25,Lepus
27673,3.97,87.87246934,39.14847936,15.17,8.48,0.39,5.858164622666666,1991.25,Auriga
27750,4.76,88.11017813,1.8551579,2.93,-7.09,-9.91,5.874011875333333,1991.25,Orion
27810,4.88,88.2786848,-33.8014395,9.55,-4.52,32.4,5.885245653333333,1991.25,Columba
27830,4.56,88.33184814,27.61228536,7.45,3.82,-9.58,5.888789876000001,1991.25,Taurus
27890,4.65,88.52458376,-63.09102096,36.67,120.11,573.43,5.901638917333333,1991.25,Dorado
27913,4.39,88.59618305,20.27641498,115.43,-163.17,-98.92,5.906412203333333,1991.25,Orion
27949,4.96,88.71160776,55.7069049,13.54,-3.65,17.2,5.914107184000001,1991.25,Auriga
27989,0.45,88.79287161,7.40703634,7.63,27.33,10.86,5.919524774,1991.25,Orion
28010,4.97,88.87454313,-37.12060931,9.93,36.65,-24.08,5.924969542,1991.25,Columba
28103,3.71,89.10132627,-14.16803805,66.47,-42.23,139.02,5.940088418,1991.25,Lepus
28199,4.36,89.38421613,-35.28330688,3.82,-2.65,11.19,5.958947742,1991.25,Columba
28237,4.81,89.49857371,25.95391597,1.55,-2.85,-1.69,5.966571580666667,1991.25,Taurus
28328,3.96,89.78662719,-42.81510761,6.14,18.53,-11.45,5.985775146,1991.25,Columba
28358,3.72,89.88145972,54.28498197,23.22,86.31,-134.05,5.992097314666666,1991.25,Auriga
28360,1.9,89.88237261,44.94743492,39.72,-56.41,-0.88,5.992158174,1991.25,Auriga
28380,2.65,89.93015897,37.21276409,18.83,42.09,-73.61,5.995343931333333,1991.25,Auriga
28404,4.3,89.98375587,45.93675346,3.88,-2.42,-7.32,5.998917058,1991.25,Auriga
28413,4.53,90.01393918,-3.07407681,7.77,6.87,-72.71,6.000929278666666,1991.25,Orion
28574,4.92,90.46010757,-10.59793918,3.33,-6.88,3.59,6.030673838,1991.25,Monoceros
28614,4.12,90.59579323,9.64736756,21.49,14.19,-37.44,6.039719548666667,1991.25,Orion
28716,4.64,90.9799315,20.13845865,0.1,2.19,-2.81,6.065328766666667,1991.25,Orion
28734,4.16,91.0300689,23.26363207,21.64,-2.6,-119.72,6.06867126,1991.25,Gemini
28816,4.92,91.24638576,-16.48442713,3.05,-5.57,-3.17,6.0830923839999995,1991.25,Lepus
28910,4.67,91.53889172,-14.93528629,19.14,-16.87,13.16,6.102592781333333,1991.25,Lepus
29038,4.42,91.89300774,14.76852318,6.1,4.95,-21.18,6.126200516,1991.25,Orion
29276,4.72,92.574638,-54.96866057,1.97,-4.11,6.53,6.1716425333333325,1991.25,Pictor
29426,4.45,92.98498656,14.20881425,5.14,-1.59,-20.23,6.198999103999999,1991.25,Orion
29434,4.95,93.01365054,16.13044684,4.21,5.57,-16.77,6.200910036,1991.25,Orion
29651,3.99,93.71390194,-6.27472737,5.06,-6.18,-20.06,6.247593462666667,1991.25,Monoceros
29655,3.31,93.71956952,22.50682376,9.34,-62.53,-10.24,6.247971301333333,1991.25,Gemini
29696,4.32,93.84473576,29.49871224,19.31,-70.9,-261.73,6.256315717333334,1991.25,Auriga
29807,4.37,94.13806399,-35.14073157,17.83,0.39,87.58,6.275870932666667,1991.25,Columba
29997,4.76,94.71158258,69.3200343,18.55,-1.64,-101.65,6.314105505333333,1991.25,Camelopardalis
30060,4.44,94.90579498,59.01090518,21.88,-3.51,24.43,6.327052998666667,1991.25,Lynx
30093,4.91,94.9983516,-2.94449028,6.44,-7.31,-1.0,6.33322344,1991.25,Orion
30122,3.02,95.07827982,-30.06337656,9.7,8.0,3.81,6.338551988000001,1991.25,Canis Major
30277,3.85,95.52852147,-33.43627251,13.75,-24.19,-52.48,6.368568098,1991.25,Columba
30324,1.98,95.6749475,-17.95591658,6.53,-3.45,-0.47,6.378329833333334,1991.25,Canis Major
30343,2.87,95.73996302,22.51385027,14.07,56.84,-108.79,6.382664201333333,1991.25,Gemini
30419,4.39,95.94207368,4.59283881,25.39,-20.88,10.75,6.396138245333333,1991.25,Monoceros
30438,-0.62,95.98787763,-52.69571799,10.43,19.99,23.67,6.399191842,1991.25,Carina
30520,4.92,96.22459158,49.28789903,0.85,0.82,-2.48,6.414972772,1991.25,Auriga
30788,4.47,97.04257272,-32.58012947,8.03,-13.78,24.24,6.469504848,1991.25,Canis Major
30867,3.76,97.20447548,-7.03305042,4.72,-7.0,-4.97,6.480298365333334,1991.25,Monoceros
30883,4.13,97.24079361,20.2121672,6.49,-5.98,-14.08,6.482719574,1991.25,Gemini
31125,4.34,97.96403433,-23.41843727,1.59,-2.72,6.45,6.530935622,1991.25,Canis Major
31216,4.47,98.22595658,7.33297921,2.16,-3.89,-5.8,6.548397105333334,1991.25,Monoceros
31407,4.35,98.74411397,-52.97563454,1.85,-7.65,11.33,6.582940931333334,1991.25,Carina
31416,4.54,98.76408302,-22.96483318,7.92,13.11,16.52,6.5842722013333335,1991.25,Canis Major
31592,3.95,99.17082883,-19.25570928,50.41,62.32,-69.91,6.611388588666667,1991.25,Canis Major
31681,1.93,99.42792641,16.39941482,31.12,-2.04,-66.92,6.628528427333333,1991.25,Gemini
31685,3.17,99.44029869,-43.19592394,7.71,-0.43,-3.99,6.629353246,1991.25,Puppis
31700,4.42,99.47260802,-18.23745713,7.03,-6.86,-8.47,6.631507201333333,1991.25,Canis Major
31827,4.82,99.81965168,-14.14574673,2.07,4.58,-7.0,6.654643445333334,1991.25,Canis Major
31832,4.8,99.83261264,42.48901214,7.54,-0.97,-55.65,6.655507509333333,1991.25,Auriga
31978,4.66,100.24442101,9.89576021,3.19,-0.66,-2.51,6.682961400666667,1991.25,Monoceros
32246,3.06,100.98304088,25.13115531,3.61,-5.93,-12.81,6.732202725333334,1991.25,Gemini
32249,4.49,100.99705857,13.22814319,11.82,-2.29,-51.8,6.733137237999999,1991.25,Gemini
32349,-1.44,101.28854105,-16.71314306,379.21,-546.01,-1223.08,6.752569403333334,1991.25,Canis Major
32362,3.35,101.3226398,12.89605513,57.02,-115.16,-190.91,6.754842653333333,1991.25,Gemini
32438,4.86,101.55896951,59.44169108,14.26,-18.11,-8.67,6.770597967333333,1991.25,Lynx
32533,4.77,101.83268467,8.03728277,6.73,-23.34,-11.84,6.788845644666667,1991.25,Monoceros
32578,4.48,101.96523679,2.41218914,8.74,-12.97,-12.36,6.797682452666667,1991.25,Monoceros
32607,3.24,102.04807134,-61.94197988,32.96,-68.39,242.03,6.803204756,1991.25,Pictor
32759,3.5,102.46027285,-32.50848752,4.13,-9.18,4.04,6.830684856666666,1991.25,Canis Major
32761,4.41,102.46381712,-53.62249221,5.9,-2.27,17.57,6.8309211413333335,1991.25,Carina
32768,2.94,102.48390349,-50.61439973,17.85,34.23,-65.85,6.832260232666667,1991.25,Puppis
32844,4.99,102.69151315,41.78156548,8.95,-23.94,-138.02,6.846100876666667,1991.25,Auriga
32855,4.99,102.71812209,-34.36732059,3.6,4.52,0.85,6.847874805999999,1991.25,Puppis
33018,3.6,103.1972503,33.96136985,16.59,-2.66,-47.67,6.879816686666667,1991.25,Gemini
33092,4.82,103.38712732,-20.22426366,2.02,-5.14,4.07,6.892475154666667,1991.25,Canis Major
33152,3.89,103.53314518,-24.18422296,1.65,-3.46,5.02,6.902209678666667,1991.25,Canis Major
33160,4.08,103.54783633,-12.03859273,12.94,-139.04,-14.47,6.903189088666666,1991.25,Canis Major
33202,4.73,103.66080771,13.17801628,35.79,70.19,-77.79,6.910720514,1991.25,Gemini
33302,4.66,103.90582904,-20.13659348,34.21,51.35,39.75,6.927055269333334,1991.25,Canis Major
33347,4.36,104.03427636,-17.05424675,1.06,-2.46,1.91,6.935618424,1991.25,Canis Major
33357,4.94,104.0666214,-48.72116448,3.07,1.57,8.4,6.93777476,1991.25,Puppis
33449,4.35,104.31916052,58.42305973,19.14,6.58,-123.53,6.954610701333333,1991.25,Lynx
33485,4.9,104.40468738,45.09410202,14.49,-21.67,-3.18,6.960312492,1991.25,Lynx
33579,1.5,104.65644451,-28.97208931,7.57,2.63,2.29,6.977096300666667,1991.25,Canis Major
33694,4.55,105.0160332,76.97744152,17.43,73.18,-13.88,7.00106888,1991.25,Camelopardalis
33856,3.49,105.42979876,-27.93484165,2.68,-6.01,4.64,7.028653250666666,1991.25,Canis Major
33971,4.99,105.72824798,-4.23923814,2.92,-4.73,2.81,7.048549865333333,1991.25,Monoceros
33977,3.02,105.75613986,-23.83330131,1.27,-1.56,4.28,7.050409324,1991.25,Canis Major
34045,4.11,105.93955493,-15.63325876,8.11,-0.81,-11.2,7.0626369953333334,1991.25,Canis Major
34059,4.92,105.97356647,-49.58425759,16.98,-53.69,139.0,7.064904431333333,1991.25,Puppis
34088,4.01,106.02723079,20.57029939,2.79,-5.72,-0.96,7.068482052666667,1991.25,Gemini
34444,1.83,107.09785853,-26.39320776,1.82,-2.75,3.33,7.139857235333333,1991.25,Canis Major
34481,3.78,107.18676883,-70.49919435,23.02,23.71,108.06,7.145784588666667,1991.25,Volans
34495,4.83,107.21281817,-39.65567374,4.34,-10.97,7.01,7.147521211333333,1991.25,Puppis
34622,4.91,107.55700787,-4.23763568,15.45,0.0,217.85,7.1704671913333335,1991.25,Monoceros
34693,4.41,107.78496505,30.24528065,10.81,-31.0,-48.4,7.185664336666666,1991.25,Gemini
34752,4.91,107.91371845,39.32054373,7.02,44.17,2.09,7.194247896666667,1991.25,Auriga
34769,4.15,107.96608486,-0.49278056,8.7,-0.22,6.68,7.197738990666666,1991.25,Monoceros
34834,4.49,108.14058722,-46.75956448,47.22,-135.6,106.79,7.209372481333333,1991.25,Puppis
34899,4.87,108.30571289,-45.18252474,17.97,-24.84,-88.24,7.220380859333333,1991.25,Puppis
34922,4.42,108.38429537,-44.64052957,16.46,107.12,325.32,7.225619691333334,1991.25,Puppis
34981,4.42,108.56340179,-26.35251617,2.07,-6.58,3.89,7.237560119333334,1991.25,Canis Major
35020,4.75,108.65893526,-48.27192832,9.2,-4.18,0.63,7.2439290173333335,1991.25,Puppis
35037,4.01,108.70275679,-26.77268601,3.53,-11.5,7.67,7.246850452666666,1991.25,Canis Major
35205,4.66,109.14583928,-27.88127313,7.2,-12.48,38.83,7.276389285333334,1991.25,Canis Major
35210,4.83,109.153487,-23.31560155,0.52,-4.91,3.01,7.276899133333333,1991.25,Canis Major
35228,3.97,109.20762844,-67.95717248,4.94,-4.11,8.5,7.280508562666666,1991.25,Volans
35264,2.71,109.28568399,-37.09748689,2.98,-10.57,7.0,7.285712266,1991.25,Puppis
35350,3.58,109.52336162,16.54047526,34.59,-46.09,-37.9,7.301557441333333,1991.25,Gemini
35363,4.65,109.57667037,-36.7339666,3.85,-11.29,1.85,7.305111358,1991.25,Puppis
35412,4.88,109.66825335,-24.55870761,1.09,-2.84,2.68,7.31121689,1991.25,Canis Major
35415,4.37,109.67703283,-24.95438447,1.02,-1.82,3.74,7.311802188666666,1991.25,Canis Major
35550,3.5,110.0307889,21.98233941,55.45,-18.72,-7.76,7.335385926666667,1991.25,Gemini
35727,4.94,110.55637515,-19.01658444,6.31,-1.66,-6.43,7.37042501,1991.25,Canis Major
35904,2.45,111.02377104,-29.30311979,1.02,-3.76,6.66,7.401584736,1991.25,Canis Major
36041,4.99,111.41207798,9.27611835,3.3,-2.95,-8.65,7.427471865333334,1991.25,Canis Minor
36046,3.78,111.43198371,27.79828561,25.9,-121.28,-84.43,7.428798914,1991.25,Gemini
36145,4.61,111.67858726,49.21164489,13.11,-10.79,-48.57,7.445239150666667,1991.25,Lynx
36188,2.89,111.78780121,8.28940893,19.16,-50.28,-38.45,7.452520080666667,1991.25,Canis Minor
36284,4.33,112.04095607,8.92550376,8.2,-59.29,10.76,7.469397071333333,1991.25,Canis Minor
36366,4.16,112.27754045,31.78407932,54.06,159.33,193.82,7.485169363333333,1991.25,Gemini
36377,3.25,112.3078263,-43.30189129,17.74,-59.86,188.73,7.48718842,1991.25,Puppis
36425,4.55,112.44909205,12.00661101,5.82,1.26,-19.26,7.496606136666667,1991.25,Canis Minor
36431,4.85,112.4642256,-23.02429924,1.01,-2.65,4.94,7.49761504,1991.25,Puppis
36514,4.65,112.67754202,-30.96228313,1.86,-11.74,0.84,7.511836134666667,1991.25,Puppis
36547,4.92,112.76866761,82.41156871,6.89,-3.71,-42.31,7.517911174,1991.25,Camelopardalis
36773,4.82,113.44986614,-14.52390109,0.97,-7.73,3.62,7.563324409333333,1991.25,Puppis
36795,4.44,113.51335813,-22.29618077,38.91,-40.38,46.84,7.567557208666667,1991.25,Puppis
36850,1.58,113.65001898,31.88863645,63.27,-206.33,-148.18,7.576667932,1991.25,Gemini
36917,4.65,113.8455718,-28.36927798,14.5,-66.9,-18.71,7.589704786666667,1991.25,Puppis
36942,4.93,113.91541745,-52.53380809,8.28,23.44,-11.57,7.594361163333334,1991.25,Carina
36962,4.06,113.98071783,26.89600343,13.57,-39.58,-108.08,7.598714522,1991.25,Gemini
37096,4.53,114.34216663,-34.96857044,9.1,-13.65,16.53,7.622811108666666,1991.25,Puppis
37173,4.69,114.57519746,-25.36478805,5.92,-2.28,-6.7,7.638346497333333,1991.25,Puppis
37229,3.8,114.70783872,-26.8038924,7.18,-17.0,23.08,7.647189248,1991.25,Puppis
37265,4.89,114.79148501,34.58463287,20.62,-35.97,-118.03,7.652765667333333,1991.25,Gemini
37279,0.4,114.82724194,5.22750767,285.93,-716.57,-1034.58,7.6551494626666665,1991.25,Canis Minor
37297,4.84,114.86397492,-38.3080602,5.68,-21.35,16.03,7.657598328000001,1991.25,Puppis
37379,4.98,115.09671685,-15.26385208,4.82,-2.27,-28.04,7.673114456666667,1991.25,Puppis
37447,3.94,115.31198612,-9.55108315,22.61,-74.8,-19.64,7.687465741333333,1991.25,Monoceros
37504,3.93,115.45498347,-72.60613528,24.36,33.38,15.29,7.696998898,1991.25,Volans
37609,4.93,115.751907,58.71048707,13.75,-36.99,-52.11,7.7167938000000005,1991.25,Lynx
37629,4.23,115.82785545,28.8840717,26.68,61.84,-231.26,7.72185703,1991.25,Gemini
37648,4.63,115.88498187,-28.41095714,3.34,-13.62,29.79,7.725665458,1991.25,Puppis
37677,3.94,115.95196716,-28.9548352,-0.37,-4.57,3.88,7.730131144,1991.25,Puppis
37740,3.57,116.11195237,24.39812929,22.73,-22.45,-56.24,7.740796824666666,1991.25,Gemini
37819,3.62,116.31376631,-37.96859848,2.35,-10.77,5.97,7.7542510873333335,1991.25,Puppis
37826,1.16,116.33068263,28.02631031,96.74,-625.69,-45.95,7.755378842,1991.25,Gemini
37908,4.89,116.53122379,18.51016877,9.55,-75.55,-51.53,7.768748252666667,1991.25,Gemini
38070,4.4,117.02156206,-25.93718054,1.32,-10.22,4.92,7.8014374706666665,1991.25,Puppis
38089,4.69,117.08436527,-47.07753199,14.36,-101.31,-78.38,7.805624351333334,1991.25,Puppis
38164,4.1,117.30957923,-46.37322729,1.66,-4.62,9.04,7.820638615333333,1991.25,Puppis
38170,3.34,117.32357809,-24.85978401,2.42,-5.56,-0.71,7.8215718726666665,1991.25,Puppis
38414,3.71,118.05435622,-40.57579889,9.46,-13.89,5.3,7.870290414666667,1991.25,Puppis
38455,4.49,118.16105542,-38.86282206,5.09,-9.49,4.02,7.877403694666667,1991.25,Puppis
38500,4.63,118.26517655,-49.61307949,4.53,-8.44,14.65,7.884345103333334,1991.25,Puppis
38518,4.22,118.32567862,-48.10294824,1.68,-4.9,5.89,7.888378574666667,1991.25,Puppis
38538,4.97,118.37431874,26.76585858,12.82,-34.02,-31.17,7.891621249333334,1991.25,Gemini
38827,3.46,119.19475729,-52.98240062,8.43,-28.38,16.76,7.9463171526666665,1991.25,Carina
38835,4.2,119.21482616,-22.88014849,6.49,-29.61,12.28,7.947655077333334,1991.25,Puppis
38901,4.76,119.41713237,-30.33458703,2.26,-8.11,7.14,7.961142158,1991.25,Puppis
38957,4.47,119.56018303,-49.24492865,2.8,-7.48,6.91,7.970678868666667,1991.25,Puppis
39079,4.93,119.93410303,-3.67957835,13.06,-55.17,-1.84,7.995606868666667,1991.25,Monoceros
39095,4.61,119.96689649,-18.39914242,13.69,-7.29,-35.07,7.997793099333333,1991.25,Puppis
39138,4.81,120.08320513,-63.56750271,6.02,-1.88,19.31,8.005547008666666,1991.25,Carina
39211,4.69,120.30540155,-1.39242418,6.9,65.97,-75.73,8.020360103333333,1991.25,Monoceros
39311,4.39,120.56647202,2.33431429,12.49,-28.04,105.49,8.037764801333333,1991.25,Canis Minor
39424,4.94,120.87957982,27.79441794,12.66,-28.53,-35.25,8.058638654666668,1991.25,Gemini
39429,2.21,120.89612561,-40.00318846,2.33,-30.82,16.77,8.059741707333334,1991.25,Puppis
39757,2.83,121.88625899,-24.30443677,51.99,-83.29,46.38,8.125750599333333,1991.25,Puppis
39794,4.35,121.98266997,-68.61713647,5.08,-29.88,30.58,8.132177998,1991.25,Volans
39847,4.78,122.11459795,51.50667575,14.96,-60.1,-2.15,8.140973196666668,1991.25,Lynx
39863,4.36,122.14857362,-2.98377649,1.76,-16.79,-3.89,8.143238241333332,1991.25,Monoceros
